WKT,nama,deskripsi
"POLYGON ((110.020761 -7.899377, 110.208902 -7.991864, 110.333872 -8.025862, 110.37507 -8.074813, 110.428629 -8.100646, 110.539865 -8.131916, 110.707407 -8.197165, 110.789804 -8.193088, 110.828256 -8.20668, 110.836496 -8.175417, 110.814524 -8.146869, 110.789804 -8.16862, 110.793924 -8.122399, 110.763712 -8.053058, 110.763712 -7.987785, 110.784311 -7.888495, 110.782938 -7.815032, 110.747232 -7.823196, 110.682688 -7.806869, 110.58793 -7.810951, 110.572824 -7.78646, 110.541239 -7.805509, 110.49592 -7.771493, 110.467081 -7.623153, 110.445108 -7.541476, 110.39155 -7.600013, 110.329752 -7.636764, 110.269327 -7.71298, 110.267954 -7.681679, 110.254221 -7.644931, 110.175943 -7.64357, 110.114145 -7.661264, 110.133371 -7.680318, 110.131998 -7.748361, 110.060587 -7.817754, 110.020761 -7.899377))",DI Yogyakarta,
