WKT,nama,deskripsi
"POLYGON ((106.769589 -6.340544, 106.76547 -6.359653, 106.702298 -6.365112, 106.713284 -6.441536, 106.74899 -6.460641, 106.799802 -6.475651, 106.868466 -6.481109, 106.915158 -6.474286, 106.917905 -6.412879, 106.897306 -6.37876, 106.83907 -6.351808, 106.801175 -6.37603, 106.781949 -6.358288, 106.79915 -6.315295, 106.776456 -6.32553, 106.769589 -6.340544))",Depok,
