WKT,nama,deskripsi
"POLYGON ((106.8509219 -6.2327841, 106.8507288 -6.2332321, 106.8507503 -6.2337013, 106.8507717 -6.2342773, 106.8510721 -6.2346399, 106.8517802 -6.2350452, 106.8522952 -6.2353012, 106.8525956 -6.2357704, 106.85266 -6.2361117, 106.85266 -6.236581, 106.8525527 -6.2368796, 106.8523167 -6.2374556, 106.8522523 -6.2383088, 106.8517802 -6.2399299, 106.8519519 -6.2402499, 106.8521236 -6.2407618, 106.8523596 -6.2411884, 106.8524669 -6.2415724, 106.85266 -6.2420203, 106.8539475 -6.2420416, 106.8529819 -6.2406978, 106.852896 -6.2394606, 106.8531535 -6.2388634, 106.8534325 -6.2378608, 106.8535827 -6.2368156, 106.8534968 -6.2357064, 106.853411 -6.2347252, 106.8528531 -6.2348319, 106.8527244 -6.2342346, 106.85266 -6.233552, 106.8524669 -6.2334454, 106.8519733 -6.2334454, 106.8515013 -6.2335307, 106.8512009 -6.2332961, 106.8512438 -6.2330188, 106.8509219 -6.2327841))",Tebet Eco Park,
