WKT,nama,deskripsi
"POLYGON ((106.881793 -6.294904, 106.88219 -6.295747, 106.882909 -6.297144, 106.883832 -6.300535, 106.884475 -6.302753, 106.887308 -6.3048, 106.894217 -6.306485, 106.896899 -6.307338, 106.899496 -6.308448, 106.904281 -6.305344, 106.905547 -6.298914, 106.901384 -6.29789, 106.897779 -6.297101, 106.896706 -6.298231, 106.884357 -6.295075, 106.881793 -6.294904))",Taman Mini Indonesia Indah,
