WKT,nama,deskripsi
"LINESTRING (106.81623 -6.305154 0.0, 106.81623 -6.305837 0.0, 106.817088 -6.307116 0.0, 106.816552 -6.308055 0.0, 106.816122 -6.308033 0.0, 106.815886 -6.308204 0.0, 106.815843 -6.308524 0.0, 106.815822 -6.308908 0.0, 106.815736 -6.309484 0.0, 106.815736 -6.309782 0.0, 106.815822 -6.310017 0.0, 106.816208 -6.310614 0.0, 106.81683 -6.310593 0.0, 106.817646 -6.310315 0.0, 106.817624 -6.311808 0.0, 106.817624 -6.313984 0.0, 106.817796 -6.314858 0.0, 106.817152 -6.315114 0.0, 106.816423 -6.315135 0.0, 106.816316 -6.316052 0.0, 106.817131 -6.316287 0.0, 106.818118 -6.31618 0.0, 106.819191 -6.316756 0.0, 106.818998 -6.31714 0.0, 106.823118 -6.317481 0.0, 106.823761 -6.31729 0.0, 106.82374 -6.317716 0.0, 106.824834 -6.317759 0.0, 106.8258 -6.311254 0.0, 106.826637 -6.311382 0.0, 106.827023 -6.308673 0.0, 106.824942 -6.308545 0.0, 106.824555 -6.308311 0.0, 106.82462 -6.306348 0.0, 106.823118 -6.306434 0.0, 106.822466 -6.306607 0.0, 106.8216 -6.306546 0.0, 106.821077 -6.30656 0.0, 106.820597 -6.30636 0.0, 106.820651 -6.305861 0.0, 106.818743 -6.305458 0.0, 106.817716 -6.305293 0.0, 106.817163 -6.305218 0.0, 106.81623 -6.305154 0.0)",Kebun Binatang Ragunan,
