WKT,nama,deskripsi
"POLYGON ((106.830372 -6.178898, 106.830694 -6.178493, 106.829836 -6.177704, 106.829857 -6.173501, 106.829257 -6.173224, 106.828956 -6.172882, 106.829257 -6.171858, 106.828978 -6.171602, 106.823613 -6.171496, 106.823291 -6.17188, 106.823098 -6.179837, 106.823248 -6.180093, 106.823549 -6.180242, 106.823849 -6.18037, 106.826553 -6.180242, 106.827583 -6.180221, 106.82872 -6.180157, 106.829729 -6.180157, 106.83093 -6.180178, 106.831016 -6.179602, 106.830372 -6.178898))",Taman Monas,
